metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1546115,-0.040977,-0.308,-0.038993,-0.289,-0.021616,-0.144,-0.043354,-0.33,-0.032613,-0.233,-0.01646,-0.106,-0.026143,-0.179,-0.019069,-0.125,-0.016053,-0.103,-0.027972,-0.194,0.061122,-0.515,0.068242,-0.598,0.067391,-0.587,-0.019918,-0.132,-0.020065,-0.133,0.076963,-0.706,0.085222,-0.816,0.07489,-0.679,0.052698,-0.423,0.051294,-0.409,0.060883,-0.512,0.067446,-0.588,0.068932,-0.606,0.06849,-0.601,0.088982,-0.868,0.087775,-0.851,0.087881,-0.853,0.0
f1546015,-0.001238,-0.007,-0.045719,-0.353,0.035622,-0.259,-0.035008,-0.254,-0.024211,-0.164,-0.020518,-0.136,-0.008219,-0.05,0.019007,-0.125,-0.02921,-0.204,-0.057703,-0.477,0.053216,-0.429,0.013825,-0.088,0.007093,-0.043,-0.048955,-0.385,-0.049034,-0.386,0.05843,-0.485,0.0577,-0.477,0.034921,-0.253,-0.007394,-0.045,0.00271,-0.016,-0.02442,-0.166,0.008643,-0.053,0.02911,-0.204,-0.028828,-0.201,0.005989,-0.036,0.025673,-0.176,-0.02035,-0.135,0.0
f1545915,0.001893,-0.011,-0.022399,-0.15,0.0399,-0.298,-0.039873,-0.297,-0.027047,-0.187,-0.02027,-0.134,-0.029963,-0.211,-0.004579,-0.027,-0.052576,-0.422,-0.097881,-0.998,-0.037379,-0.275,-0.015869,-0.102,-0.047585,-0.371,-0.090986,-0.897,-0.077021,-0.707,0.039307,-0.292,0.051087,-0.407,0.030068,-0.211,-0.035568,-0.259,-0.017691,-0.115,-0.046879,-0.364,-0.010724,-0.067,0.019978,-0.132,-0.050083,-0.396,-0.021014,-0.14,0.002835,-0.017,-0.040307,-0.301,0.0
f1545815,-0.004453,-0.027,-0.022287,-0.149,0.027878,-0.193,-0.025572,-0.175,-0.004144,-0.025,-0.042412,-0.321,-0.023064,-0.155,-0.016858,-0.109,-0.004714,-0.028,-0.116284,-1.295,-0.040276,-0.301,-0.025757,-0.176,-0.047829,-0.374,-0.111591,-1.216,-0.085134,-0.815,0.064626,-0.555,0.066874,-0.581,0.047529,-0.371,-0.039823,-0.297,-0.021742,-0.145,-0.058634,-0.487,-0.022423,-0.15,0.003164,-0.019,-0.056146,-0.46,-0.019842,-0.131,-0.001893,-0.011,-0.032562,-0.232,0.0
f1545715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f1545615,-0.027316,-0.189,-0.025014,-0.171,-0.011723,-0.073,-0.065476,-0.565,-0.058052,-0.481,-0.02641,-0.182,0.009199,-0.057,0.008911,-0.055,0.007825,-0.048,-0.049934,-0.395,0.08288,-0.784,0.104843,-1.106,0.037896,-0.279,-0.037324,-0.274,-0.051302,-0.409,0.099752,-1.027,0.118155,-1.327,0.066271,-0.574,0.095031,-0.956,0.106339,-1.13,0.056302,-0.462,0.085365,-0.818,0.103528,-1.085,0.017601,-0.115,0.130762,-1.555,0.137107,-1.676,0.070362,-0.623,0.0
f1548615,0.050874,-0.405,0.024002,-0.163,0.053439,-0.431,0.017958,-0.117,0.016431,-0.106,0.012302,-0.077,-0.075664,-0.689,-0.050397,-0.4,-0.071918,-0.642,0.029505,-0.207,0.053394,-0.431,0.052551,-0.422,0.011177,-0.07,0.01162,-0.073,0.06937,-0.611,0.258273,-4.965,0.222265,-3.785,0.218282,-3.666,-0.015314,-0.098,0.010025,-0.062,-0.082449,-0.778,-0.053735,-0.434,-0.01393,-0.089,-0.121279,-1.382,-0.042191,-0.319,-0.014902,-0.095,-0.079823,-0.743,0.0
f1549915,0.006048,-0.037,0.004652,-0.028,0.002656,-0.016,-0.00069,-0.004,-0.000168,-0.001,-0.000323,-0.002,-0.001368,-0.008,-0.00112,-0.007,-0.000738,-0.004,-0.001606,-0.009,-0.163958,-2.244,-0.221939,-3.775,0.000403,-0.002,-0.004873,-0.029,0.005452,-0.033,-0.024375,-0.165,-0.028194,-0.196,-0.013857,-0.088,-0.135706,-1.649,-0.17874,-2.593,0.012418,-0.078,-0.112355,-1.228,-0.020014,-0.132,0.069912,-0.618,-0.186691,-2.793,-0.239196,-4.317,0.0027,-0.016,0.0
f1551915,0.004389,-0.026,-0.001277,-0.007,0.010923,-0.068,-0.002802,-0.017,-0.001539,-0.009,-0.003671,-0.022,-0.001751,-0.01,0.002704,-0.016,-0.007961,-0.049,-0.023932,-0.162,-0.204755,-3.276,-0.150779,-1.954,-0.032755,-0.234,-0.020777,-0.138,-0.025699,-0.176,-0.035608,-0.259,-0.023724,-0.16,-0.038653,-0.286,-0.144279,-1.819,-0.10591,-1.123,-0.120755,-1.372,-0.115585,-1.283,-0.009514,-0.059,-0.129143,-1.524,-0.125944,-1.466,-0.097058,-0.986,-0.020004,-0.132,0.0
f1552315,0.003905,-0.023,-0.000935,-0.005,0.008899,-0.055,-0.004078,-0.024,-0.004878,-0.029,-0.000716,-0.004,-0.001417,-0.008,0.00433,-0.026,-0.009363,-0.058,-0.032085,-0.228,-0.20211,-3.203,-0.142852,-1.79,-0.034977,-0.253,-0.027857,-0.193,-0.03439,-0.248,-0.039399,-0.293,-0.025822,-0.177,-0.042858,-0.325,-0.116542,-1.299,-0.074072,-0.669,-0.10337,-1.083,-0.086141,-0.828,-0.004904,-0.029,-0.109401,-1.179,-0.100684,-1.041,-0.074804,-0.678,-0.016793,-0.109,0.0
f1558115,-0.060587,-0.509,-0.071715,-0.64,-0.026436,-0.182,-0.041962,-0.317,-0.027274,-0.189,-0.027154,-0.188,8.1e-05,-0.0,9.5e-05,-0.001,0.015304,-0.098,0.001528,-0.009,0.169648,-2.375,0.145948,-1.854,0.128406,-1.511,0.01306,-0.083,-0.005665,-0.034,0.132939,-1.596,0.134577,-1.627,0.114573,-1.266,0.126699,-1.479,0.122623,-1.406,0.106622,-1.134,0.13304,-1.598,0.130632,-1.552,0.095149,-0.957,0.168202,-2.341,0.16655,-2.303,0.124867,-1.446,0.0
f1556115,-0.003165,-0.019,-0.017603,-0.115,0.017452,-0.113,0.024072,-0.163,0.030306,-0.213,0.002011,-0.012,-0.018584,-0.122,-0.012373,-0.078,-0.017799,-0.116,0.023283,-0.157,-0.010058,-0.062,-0.010884,-0.068,-0.006532,-0.04,0.02993,-0.21,0.005338,-0.032,0.008836,-0.054,-0.001516,-0.009,0.018974,-0.125,-0.028802,-0.201,-0.027864,-0.193,-0.020578,-0.136,-0.030877,-0.218,-0.032674,-0.233,-0.010153,-0.063,-0.03128,-0.222,-0.024559,-0.167,-0.027038,-0.187,0.0
f1556015,-0.039028,-0.29,-0.03962,-0.295,-0.00668,-0.041,0.014101,-0.09,0.007189,-0.044,0.013831,-0.088,0.028114,-0.195,0.036498,-0.267,-0.008216,-0.05,0.002308,-0.014,-0.090236,-0.886,-0.070575,-0.626,-0.093733,-0.937,0.026508,-0.182,-0.060849,-0.512,-0.167365,-2.322,-0.139994,-1.733,-0.164102,-2.247,-0.097301,-0.99,-0.09317,-0.928,-0.049727,-0.393,-0.052122,-0.417,-0.043876,-0.335,-0.034027,-0.245,-0.050206,-0.398,-0.046425,-0.36,-0.032043,-0.228,0.0
f1555915,0.017275,-0.112,-0.016204,-0.105,0.050349,-0.399,0.064659,-0.555,0.064151,-0.549,0.01505,-0.096,-0.0711,-0.632,-0.039362,-0.293,-0.065271,-0.562,0.0482,-0.377,-0.042726,-0.324,-0.068913,-0.606,0.018284,-0.119,0.04073,-0.305,0.051735,-0.413,-0.007469,-0.046,-0.033552,-0.241,0.024462,-0.166,-0.068337,-0.599,-0.088618,-0.863,0.001107,-0.006,-0.080315,-0.75,-0.105521,-1.117,0.013294,-0.084,-0.098289,-1.004,-0.106315,-1.129,-0.02727,-0.189,0.0
f1555815,-0.027768,-0.193,-0.051478,-0.411,0.033782,-0.243,0.041985,-0.317,0.049383,-0.389,-0.004123,-0.025,-0.003163,-0.019,0.011827,-0.074,-0.026458,-0.182,0.047128,-0.367,-0.077645,-0.715,-0.069245,-0.61,-0.056958,-0.469,0.058362,-0.484,0.009323,-0.058,-0.137337,-1.681,-0.117705,-1.319,-0.125938,-1.465,-0.080324,-0.75,-0.087682,-0.85,-0.016238,-0.105,-0.079305,-0.736,-0.083166,-0.788,-0.020077,-0.133,-0.089066,-0.869,-0.077093,-0.708,-0.063917,-0.547,0.0
f1555715,0.043226,-0.329,0.02061,-0.137,0.049688,-0.392,-0.005528,-0.033,0.009276,-0.057,-0.028283,-0.197,-0.027977,-0.194,-0.021709,-0.145,-0.020924,-0.139,0.026532,-0.183,-0.059499,-0.497,-0.057417,-0.474,-0.049673,-0.392,0.037224,-0.273,0.0021,-0.012,-0.078079,-0.72,-0.087886,-0.853,-0.057646,-0.476,-0.055844,-0.457,-0.062173,-0.527,-0.025534,-0.175,-0.066593,-0.578,-0.063392,-0.541,-0.040587,-0.304,-0.089205,-0.871,-0.072963,-0.655,-0.07752,-0.713,0.0
f1555615,-0.021051,-0.14,-0.034059,-0.245,0.012205,-0.077,-0.021646,-0.144,-0.017977,-0.117,-0.006899,-0.042,0.041047,-0.308,0.051326,-0.409,-0.010316,-0.064,-0.025481,-0.174,-0.080801,-0.756,-0.079212,-0.735,-0.05048,-0.4,-0.007251,-0.044,-0.060724,-0.51,-0.152857,-1.999,-0.146913,-1.873,-0.118143,-1.327,-0.071764,-0.64,-0.088518,-0.862,0.004433,-0.026,-0.030491,-0.215,-0.041516,-0.313,0.012283,-0.077,-0.036211,-0.264,-0.03934,-0.293,-0.012769,-0.081,0.0
f1555515,0.045491,-0.351,0.007738,-0.047,0.067205,-0.585,0.046468,-0.36,0.060658,-0.51,-0.009318,-0.057,-0.074172,-0.67,-0.053392,-0.431,-0.055085,-0.449,0.057154,-0.471,-0.051871,-0.415,-0.071245,-0.634,-0.00805,-0.049,0.057164,-0.471,0.045925,-0.355,-0.044197,-0.338,-0.068068,-0.595,-0.019023,-0.125,-0.070898,-0.63,-0.09222,-0.915,-0.009164,-0.056,-0.085297,-0.817,-0.105507,-1.117,-0.005589,-0.034,-0.109996,-1.189,-0.10746,-1.148,-0.055375,-0.452,0.0
f1555415,-0.029647,-0.208,-0.047015,-0.366,0.016922,-0.11,0.001111,-0.006,0.021065,-0.14,-0.031702,-0.225,0.038447,-0.284,0.0343,-0.247,0.018133,-0.118,0.017536,-0.114,-0.056323,-0.462,-0.069122,-0.608,-0.01372,-0.087,0.025448,-0.174,-0.003608,-0.021,-0.097307,-0.99,-0.106177,-1.127,-0.062683,-0.532,-0.06418,-0.55,-0.094147,-0.943,0.020674,-0.137,-0.057856,-0.479,-0.077521,-0.713,0.008024,-0.049,-0.043265,-0.329,-0.046431,-0.36,-0.013678,-0.087,0.0
f1555115,-0.015812,-0.102,-0.045401,-0.35,0.010652,-0.066,-0.03277,-0.234,-0.022357,-0.15,-0.014198,-0.09,0.027355,-0.189,0.031932,-0.227,0.021021,-0.14,-0.028519,-0.199,0.139627,-1.726,0.067688,-0.591,0.08071,-0.755,-0.023974,-0.162,-0.023787,-0.161,0.079128,-0.734,0.066887,-0.581,0.049875,-0.394,0.076019,-0.694,0.058986,-0.491,0.076928,-0.705,0.084979,-0.812,0.063779,-0.545,0.057492,-0.475,0.074647,-0.676,0.084915,-0.812,0.02764,-0.191,0.0
f1555015,0.003372,-0.02,-0.034365,-0.248,0.028339,-0.197,-0.040072,-0.299,-0.028679,-0.2,-0.020419,-0.135,0.019547,-0.129,0.031251,-0.221,0.009355,-0.058,-0.042452,-0.321,0.074228,-0.671,0.000155,-0.001,0.039627,-0.295,-0.041677,-0.314,-0.026076,-0.179,0.007386,-0.045,0.00479,-0.029,0.00177,-0.01,0.003144,-0.019,0.004754,-0.028,0.018651,-0.122,0.023518,-0.159,0.025312,-0.173,0.014842,-0.095,0.010897,-0.068,0.022373,-0.15,0.000553,-0.003,0.0
f1554915,-0.042352,-0.321,-0.043652,-0.333,-0.013414,-0.085,-0.029891,-0.21,-0.0144,-0.092,-0.02177,-0.145,0.044597,-0.342,0.035984,-0.262,0.027333,-0.189,-0.070543,-0.625,0.006422,-0.039,0.034538,-0.25,-0.019549,-0.129,-0.06537,-0.564,-0.067047,-0.583,0.005475,-0.033,0.018401,-0.12,0.003074,-0.018,0.031708,-0.225,0.038855,-0.288,0.009678,-0.06,0.065318,-0.563,0.054427,-0.442,-0.008022,-0.049,0.08012,-0.747,0.110169,-1.192,-0.009407,-0.058,0.0
f1554615,0.02485,-0.169,0.000362,-0.002,0.042984,-0.327,0.008598,-0.053,0.012908,-0.082,-0.004448,-0.027,-0.056071,-0.459,-0.036027,-0.263,-0.052189,-0.418,-0.030626,-0.216,0.053078,-0.427,0.0648,-0.557,0.000228,-0.001,-0.038928,-0.289,0.000522,-0.003,0.247171,-4.582,0.222702,-3.799,0.210519,-3.439,0.001652,-0.01,0.035601,-0.259,-0.072789,-0.653,-0.025662,-0.176,0.024765,-0.169,-0.118053,-1.325,0.009704,-0.06,0.035837,-0.261,-0.046399,-0.36,0.0
f1554215,0.017539,-0.114,-0.013954,-0.089,0.055199,-0.45,0.01844,-0.121,0.021195,-0.141,-0.002107,-0.012,-0.054378,-0.441,-0.025546,-0.175,-0.066642,-0.578,-0.097587,-0.994,-0.042062,-0.318,-0.012792,-0.081,-0.089994,-0.883,-0.096084,-0.971,-0.074523,-0.675,0.126872,-1.483,0.123996,-1.43,0.095389,-0.961,-0.068539,-0.601,-0.019329,-0.127,-0.129082,-1.523,-0.076287,-0.697,-0.009847,-0.061,-0.164306,-2.251,-0.03522,-0.256,-0.003654,-0.022,-0.081885,-0.771,0.0
f1553815,0.012052,-0.076,-0.021244,-0.141,0.056646,-0.465,0.019537,-0.129,0.022447,-0.151,-0.002249,-0.013,-0.05077,-0.403,-0.020078,-0.133,-0.068594,-0.602,-0.112999,-1.239,-0.067656,-0.591,-0.031608,-0.224,-0.117326,-1.313,-0.107079,-1.142,-0.09726,-0.989,0.082946,-0.785,0.090152,-0.885,0.049781,-0.393,-0.084761,-0.809,-0.031075,-0.22,-0.142081,-1.775,-0.086721,-0.837,-0.015562,-0.1,-0.174548,-2.491,-0.043008,-0.327,-0.009895,-0.061,-0.088494,-0.861,0.0
f1553215,-0.006831,-0.041,-0.005608,-0.034,-0.002836,-0.017,0.011056,-0.069,0.009474,-0.059,0.007099,-0.043,-0.0023,-0.014,-0.002236,-0.013,-0.0029,-0.017,0.040606,-0.304,0.160547,-2.167,0.157783,-2.105,0.013797,-0.088,0.04085,-0.306,0.027442,-0.19,0.035731,-0.26,0.030411,-0.214,0.020121,-0.133,0.107399,-1.147,0.120763,-1.373,-0.010481,-0.065,0.053295,-0.43,0.012347,-0.078,-0.014009,-0.089,0.067255,-0.586,0.069811,-0.616,0.005005,-0.03,0.0
f1553115,-0.00593,-0.036,-0.005714,-0.034,-0.001938,-0.011,0.011134,-0.07,0.009654,-0.06,0.007274,-0.044,-0.004636,-0.028,-0.003774,-0.022,-0.004635,-0.028,0.037338,-0.274,0.191834,-2.926,0.186256,-2.782,0.020573,-0.136,0.036872,-0.27,0.027303,-0.189,0.055079,-0.449,0.04775,-0.373,0.036536,-0.267,0.133957,-1.615,0.146309,-1.861,0.006393,-0.039,0.077248,-0.71,0.018862,-0.124,-0.006644,-0.04,0.096248,-0.974,0.100212,-1.034,0.009072,-0.056,0.0
f1552715,0.004225,-0.025,-0.000945,-0.006,0.011158,-0.07,-0.000457,-0.003,0.001152,-0.007,-0.0035,-0.021,-0.002833,-0.017,0.000917,-0.005,-0.00801,-0.049,-0.018063,-0.118,-0.194189,-2.988,-0.148212,-1.9,-0.031378,-0.222,-0.015376,-0.099,-0.020638,-0.137,-0.032191,-0.229,-0.022017,-0.147,-0.035232,-0.256,-0.148521,-1.907,-0.117742,-1.32,-0.124732,-1.444,-0.121974,-1.394,-0.011934,-0.075,-0.130192,-1.544,-0.150611,-1.951,-0.117624,-1.318,-0.024342,-0.165,0.0
f1552515,0.029969,-0.211,0.026131,-0.179,0.011047,-0.069,-0.003958,-0.024,0.002754,-0.016,-0.005486,-0.033,-0.033958,-0.244,-0.037428,-0.275,-0.009044,-0.056,0.124162,-1.433,0.233341,-4.129,0.18723,-2.807,0.121152,-1.379,0.100987,-1.046,0.150119,-1.94,0.256124,-4.889,0.21412,-3.543,0.234656,-4.171,0.113187,-1.242,0.094398,-0.946,0.054705,-0.445,0.022647,-0.152,0.00707,-0.043,0.000277,-0.002,0.019578,-0.129,0.022394,-0.15,0.004492,-0.027,0.0
f1545515,-0.015329,-0.098,-0.021819,-0.146,0.008789,-0.054,-0.041323,-0.311,-0.027618,-0.191,-0.034874,-0.252,-0.012866,-0.081,-0.002396,-0.014,-0.003927,-0.023,-0.111365,-1.212,-0.025504,-0.174,-0.0028,-0.017,-0.04633,-0.359,-0.102114,-1.063,-0.087809,-0.852,0.050475,-0.4,0.059619,-0.498,0.037202,-0.273,-0.014482,-0.092,0.005748,-0.035,-0.048719,-0.383,-0.001092,-0.006,0.029819,-0.209,-0.051577,-0.412,0.006686,-0.041,0.02938,-0.206,-0.031673,-0.225,0.0
f1545415,0.000157,-0.001,-0.016936,-0.11,0.028699,-0.2,-0.036644,-0.268,-0.015238,-0.098,-0.038119,-0.281,-0.043667,-0.333,-0.03069,-0.217,-0.024367,-0.165,-0.085851,-0.824,-0.027567,-0.191,-0.009069,-0.056,-0.036849,-0.27,-0.079555,-0.74,-0.061719,-0.522,0.058958,-0.491,0.067297,-0.586,0.045375,-0.35,-0.033999,-0.245,-0.017174,-0.111,-0.053828,-0.435,-0.015358,-0.099,0.011997,-0.075,-0.042601,-0.323,-0.019273,-0.127,0.004008,-0.024,-0.033391,-0.24,0.0
f1545315,-0.024953,-0.17,-0.033645,-0.242,0.001483,-0.009,-0.034747,-0.251,-0.019541,-0.129,-0.016662,-0.108,-0.026954,-0.186,-0.013045,-0.082,-0.023055,-0.155,-0.069558,-0.613,-0.016236,-0.105,-0.008237,-0.05,-0.00211,-0.012,-0.066942,-0.582,-0.04192,-0.316,0.056745,-0.466,0.059857,-0.501,0.051159,-0.407,-0.032033,-0.228,-0.022608,-0.152,-0.025216,-0.172,0.004316,-0.026,0.017437,-0.113,0.004693,-0.028,-0.012461,-0.078,-0.0031,-0.018,0.012309,-0.077,0.0
f1537814,-0.093014,-0.926,-0.073454,-0.661,-0.053628,-0.433,0.015485,-0.099,0.004372,-0.026,0.021921,-0.147,0.054854,-0.446,0.047671,-0.372,0.027821,-0.193,-0.087926,-0.853,0.157582,-2.101,0.190081,-2.88,0.027083,-0.187,-0.054109,-0.438,-0.137477,-1.684,0.202403,-3.211,0.21649,-3.613,0.107566,-1.15,0.175348,-2.511,0.168076,-2.338,0.092203,-0.914,0.176345,-2.535,0.194674,-3.001,0.02707,-0.187,0.210549,-3.44,0.249257,-4.652,0.020844,-0.138,0.0
f1533915,0.005455,-0.033,0.003774,-0.022,-8.2e-05,-0.0,-0.023137,-0.156,-0.030874,-0.218,4.8e-05,-0.0,0.004082,-0.024,0.015408,-0.099,-0.011019,-0.069,-0.011708,-0.073,-0.031514,-0.224,-0.025098,-0.171,-0.035529,-0.258,-0.007736,-0.047,-0.020823,-0.138,-0.058192,-0.482,-0.047908,-0.375,-0.058941,-0.49,-0.014788,-0.095,-0.01416,-0.09,-0.007771,-0.047,-0.029367,-0.206,-0.022696,-0.152,-0.028356,-0.197,-0.008655,-0.053,-0.007276,-0.044,-0.013047,-0.082,0.0
f1533814,0.014123,-0.09,0.009056,-0.056,0.000154,-0.001,-0.011194,-0.07,0.017185,-0.112,-0.034604,-0.25,-0.022168,-0.148,-0.040738,-0.305,0.027854,-0.193,0.01653,-0.107,0.114712,-1.268,0.117984,-1.324,0.070765,-0.628,0.015918,-0.102,0.016769,-0.109,0.145473,-1.844,0.135056,-1.636,0.118764,-1.338,0.120997,-1.377,0.134858,-1.633,0.039384,-0.293,0.097775,-0.997,0.1047,-1.104,0.03652,-0.267,0.083073,-0.787,0.081929,-0.771,0.048185,-0.377,0.0
f1533615,-0.060836,-0.512,-0.026617,-0.183,-0.076378,-0.698,-0.037245,-0.274,-0.03803,-0.281,-0.004121,-0.025,0.075931,-0.693,0.045076,-0.347,0.078008,-0.719,-0.169511,-2.372,0.065222,-0.562,0.05619,-0.46,0.056033,-0.459,-0.1689,-2.357,-0.122472,-1.403,0.115783,-1.286,0.103626,-1.087,0.1055,-1.116,0.108025,-1.157,0.081607,-0.767,0.100092,-1.032,0.122553,-1.404,0.107746,-1.153,0.065425,-0.564,0.154895,-2.042,0.151146,-1.962,0.085454,-0.819,0.0
f1533515,-0.000506,-0.003,-0.0351,-0.254,-0.013328,-0.084,-0.02563,-0.175,-0.029572,-0.207,0.000128,-0.001,0.041274,-0.31,0.050843,-0.404,0.033419,-0.24,-0.15417,-2.027,0.178324,-2.583,0.090865,-0.895,0.068517,-0.601,-0.147583,-1.887,-0.125581,-1.459,0.118,-1.324,0.101727,-1.057,0.088604,-0.863,0.120833,-1.374,0.116155,-1.293,0.069185,-0.609,0.160168,-2.158,0.106931,-1.139,0.027832,-0.193,0.215793,-3.592,0.228431,-3.975,0.047266,-0.368,0.0
f1533313,-0.068227,-0.597,-0.061219,-0.516,-0.027771,-0.193,0.017857,-0.116,0.008004,-0.049,0.019993,-0.132,0.044745,-0.343,0.043098,-0.328,0.013259,-0.084,-0.085638,-0.822,-0.014304,-0.091,-0.028468,-0.198,0.01739,-0.113,-0.087168,-0.843,-0.066101,-0.572,-0.043214,-0.329,-0.045188,-0.348,-0.028178,-0.196,0.003759,-0.022,-0.015598,-0.1,0.037794,-0.278,0.055847,-0.457,0.025762,-0.176,0.081266,-0.762,0.062898,-0.535,0.040856,-0.307,0.073864,-0.666,0.0
f1533213,-0.028518,-0.199,-0.053873,-0.436,0.040896,-0.307,0.024592,-0.167,0.041644,-0.314,-0.022699,-0.153,0.020275,-0.134,0.027119,-0.187,-0.013274,-0.084,0.008086,-0.049,-0.145721,-1.849,-0.157217,-2.093,-0.07402,-0.668,0.014427,-0.092,-0.021085,-0.14,-0.243536,-4.46,-0.234002,-4.15,-0.188514,-2.84,-0.145703,-1.849,-0.16664,-2.305,-0.033712,-0.242,-0.093465,-0.933,-0.119851,-1.357,0.005947,-0.036,-0.114494,-1.264,-0.134661,-1.629,-0.023952,-0.162,0.0
f1533113,-0.046646,-0.362,-0.061569,-0.52,0.017612,-0.115,0.02421,-0.164,0.032199,-0.229,-0.007915,-0.048,0.03162,-0.224,0.035761,-0.26,-0.004102,-0.024,-0.027949,-0.194,-0.10707,-1.142,-0.120686,-1.371,-0.044621,-0.342,-0.024159,-0.164,-0.040565,-0.304,-0.186617,-2.791,-0.180765,-2.643,-0.142369,-1.781,-0.100001,-1.031,-0.122232,-1.399,-0.008571,-0.053,-0.043111,-0.328,-0.073354,-0.66,0.036172,-0.264,-0.054961,-0.447,-0.077721,-0.716,0.012481,-0.079,0.0
f1532113,-0.022418,-0.15,-0.005336,-0.032,-0.035916,-0.262,-0.001147,-0.007,-0.002878,-0.017,0.018519,-0.121,-0.009127,-0.056,-0.022967,-0.155,0.01291,-0.082,-0.088305,-0.859,0.023623,-0.16,0.009279,-0.057,0.045175,-0.348,-0.089937,-0.882,-0.065523,-0.565,0.015696,-0.101,0.011403,-0.071,0.020619,-0.137,0.046897,-0.364,0.019596,-0.129,0.075955,-0.693,0.08378,-0.796,0.066074,-0.572,0.073012,-0.656,0.088228,-0.858,0.064101,-0.549,0.095632,-0.965,0.0
f1532013,-0.051978,-0.416,-0.049875,-0.394,-0.021208,-0.141,-0.024564,-0.167,-0.010503,-0.065,-0.021339,-0.142,0.060427,-0.507,0.043226,-0.329,0.040769,-0.306,-0.128879,-1.52,-0.043557,-0.332,-0.067054,-0.583,0.022206,-0.149,-0.127235,-1.489,-0.105406,-1.115,-0.085337,-0.817,-0.0893,-0.873,-0.045872,-0.354,-0.006821,-0.041,-0.044951,-0.345,0.071267,-0.634,0.065255,-0.562,0.024071,-0.163,0.110528,-1.198,0.04829,-0.378,0.012525,-0.079,0.099887,-1.029,0.0
f1531913,-0.050498,-0.401,-0.046991,-0.365,-0.019294,-0.127,0.013189,-0.083,0.012589,-0.079,0.00255,-0.015,0.038734,-0.287,0.0336,-0.241,0.020359,-0.135,-0.088286,-0.858,-0.078363,-0.724,-0.091017,-0.897,-0.025635,-0.175,-0.089088,-0.87,-0.070084,-0.62,-0.1426,-1.785,-0.137927,-1.692,-0.102752,-1.073,-0.053499,-0.432,-0.070223,-0.621,0.002923,-0.017,0.014629,-0.093,-0.010813,-0.067,0.050444,-0.4,0.00706,-0.043,-0.021556,-0.144,0.056843,-0.467,0.0
f1531813,-0.040475,-0.303,-0.053598,-0.433,0.013616,-0.086,0.018118,-0.118,0.018816,-0.123,-0.001199,-0.007,0.036284,-0.265,0.044805,-0.344,-0.004566,-0.027,-0.052726,-0.424,-0.103555,-1.086,-0.1185,-1.333,-0.038776,-0.287,-0.054539,-0.443,-0.043518,-0.332,-0.17278,-2.449,-0.169898,-2.381,-0.127459,-1.493,-0.091191,-0.9,-0.10826,-1.161,-0.012332,-0.078,-0.025332,-0.173,-0.053582,-0.433,0.041583,-0.313,-0.040895,-0.307,-0.066858,-0.581,0.025727,-0.176,0.0
f1531713,-0.027779,-0.193,-0.056744,-0.466,0.052334,-0.42,0.044751,-0.343,0.057136,-0.471,-0.012302,-0.077,0.003955,-0.024,0.018319,-0.12,-0.033489,-0.24,0.080087,-0.747,-0.11485,-1.27,-0.117412,-1.314,-0.075137,-0.683,0.089813,-0.88,0.024243,-0.164,-0.195344,-3.019,-0.184392,-2.734,-0.16373,-2.238,-0.137365,-1.681,-0.148189,-1.9,-0.050461,-0.4,-0.122972,-1.412,-0.13976,-1.729,-0.026395,-0.181,-0.128825,-1.519,-0.130142,-1.543,-0.070349,-0.623,0.0
