metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1251115,0.028053,-0.195,0.011524,-0.072,0.034673,-0.251,0.02758,-0.191,0.04819,-0.377,-0.023205,-0.156,-0.032288,-0.23,-0.037967,-0.28,-0.005334,-0.032,0.102906,-1.076,-0.060492,-0.508,-0.104343,-1.098,0.021777,-0.145,0.09687,-0.983,0.088921,-0.867,-0.119955,-1.358,-0.152282,-1.986,-0.069497,-0.613,-0.079402,-0.738,-0.127525,-1.495,0.025132,-0.171,-0.076383,-0.698,-0.138234,-1.698,0.060155,-0.504,-0.127413,-1.492,-0.146884,-1.873,-0.02823,-0.196,0.0
f1251015,0.018469,-0.121,0.010656,-0.066,0.014146,-0.09,0.034037,-0.245,0.048949,-0.385,-0.012722,-0.08,-0.023997,-0.163,-0.033681,-0.242,0.008196,-0.05,0.224587,-3.856,-0.072317,-0.647,-0.138186,-1.697,0.066649,-0.579,0.206967,-3.338,0.206696,-3.33,-0.169206,-2.365,-0.209083,-3.398,-0.083914,-0.798,-0.121992,-1.394,-0.181474,-2.661,0.032367,-0.231,-0.149844,-1.935,-0.234912,-4.179,0.080487,-0.752,-0.180977,-2.649,-0.227076,-3.933,0.002667,-0.016,0.0
f1242615,0.030831,-0.218,0.023155,-0.156,0.019842,-0.131,0.0478,-0.373,0.054811,-0.446,0.000637,-0.004,-0.06321,-0.539,-0.06175,-0.522,-0.019287,-0.127,0.059336,-0.495,-0.036974,-0.271,-0.052657,-0.423,0.012853,-0.081,0.059205,-0.493,0.049744,-0.393,-0.091647,-0.906,-0.098222,-1.003,-0.061378,-0.518,-0.047115,-0.367,-0.061332,-0.517,0.004714,-0.028,-0.030614,-0.216,-0.061846,-0.523,0.057186,-0.471,-0.061933,-0.524,-0.074569,-0.675,0.004382,-0.026,0.0
f1214604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f1214404,0.001684,-0.01,0.026923,-0.186,-0.043383,-0.33,-0.025956,-0.178,-0.047245,-0.368,0.022335,-0.15,0.029439,-0.206,0.024702,-0.168,0.024566,-0.167,-0.000575,-0.003,-0.04881,-0.384,-0.054563,-0.443,0.003172,-0.019,-0.014786,-0.095,0.036852,-0.27,-0.0994,-1.021,-0.097504,-0.993,-0.04577,-0.353,-0.048101,-0.376,-0.041793,-0.315,-0.020476,-0.136,-0.02575,-0.176,-0.035184,-0.255,0.027865,-0.193,-0.019632,-0.129,-0.029447,-0.206,0.016357,-0.106,0.0
f1212115,-0.030204,-0.213,-0.033008,-0.236,0.002663,-0.016,0.023735,-0.161,0.019932,-0.132,0.00794,-0.049,0.012325,-0.078,0.01926,-0.127,-0.009503,-0.059,0.014346,-0.091,-0.03313,-0.237,-0.032109,-0.229,-0.022917,-0.154,0.009293,-0.057,0.022257,-0.149,-0.036243,-0.265,-0.043998,-0.336,-0.01182,-0.074,-0.046889,-0.364,-0.034264,-0.247,-0.047899,-0.374,-0.039451,-0.294,-0.038437,-0.284,-0.02241,-0.15,-0.038212,-0.282,-0.027629,-0.191,-0.039572,-0.295,0.0
f1211715,0.009995,-0.062,0.028778,-0.201,-0.022085,-0.148,-0.000264,-0.002,-0.00078,-0.005,-0.00544,-0.033,-0.000439,-0.003,-0.017396,-0.113,0.031572,-0.224,0.05218,-0.418,-0.040186,-0.3,-0.065994,-0.571,0.022809,-0.153,0.040218,-0.301,0.064993,-0.559,-0.038371,-0.284,-0.054989,-0.448,0.004146,-0.025,-0.066377,-0.575,-0.080624,-0.754,-0.013975,-0.089,-0.056456,-0.463,-0.086285,-0.83,0.030608,-0.216,-0.091039,-0.898,-0.11008,-1.191,-0.008033,-0.049,0.0
f1211615,0.06655,-0.577,0.046967,-0.365,0.051345,-0.409,-0.020617,-0.137,-0.001544,-0.009,-0.037552,-0.276,-0.031558,-0.224,-0.033862,-0.244,-0.010398,-0.065,0.079453,-0.738,-0.04778,-0.373,-0.07427,-0.672,0.020543,-0.136,0.071386,-0.636,0.079799,-0.743,-0.064502,-0.553,-0.083895,-0.798,-0.00747,-0.046,-0.076363,-0.698,-0.085336,-0.817,-0.028913,-0.202,-0.074489,-0.674,-0.112915,-1.238,0.037611,-0.277,-0.103088,-1.078,-0.124286,-1.435,-0.01296,-0.082,0.0
f1211515,0.04069,-0.305,0.020701,-0.137,0.051085,-0.407,0.023628,-0.16,0.031782,-0.226,-0.016078,-0.104,-0.043006,-0.327,-0.033483,-0.24,-0.030862,-0.218,0.038699,-0.287,-0.101741,-1.057,-0.130275,-1.546,0.014834,-0.095,0.028445,-0.198,0.057894,-0.479,-0.189095,-2.855,-0.200997,-3.172,-0.094945,-0.954,-0.090564,-0.891,-0.113562,-1.249,0.015128,-0.097,-0.077433,-0.712,-0.12014,-1.362,0.07312,-0.657,-0.103996,-1.093,-0.131621,-1.571,0.018255,-0.119,0.0
f1211415,0.0199,-0.131,0.032533,-0.232,-0.007823,-0.048,-0.009948,-0.062,-0.008959,-0.055,-0.013669,-0.087,0.009802,-0.061,-0.005155,-0.031,0.030069,-0.211,-0.029783,-0.209,-0.129612,-1.533,-0.158407,-2.119,-0.010622,-0.066,-0.043921,-0.335,0.017351,-0.113,-0.185049,-2.751,-0.202716,-3.219,-0.089717,-0.879,-0.111858,-1.22,-0.12315,-1.415,-0.022005,-0.147,-0.076747,-0.703,-0.112257,-1.227,0.051156,-0.407,-0.112053,-1.223,-0.144708,-1.828,0.017223,-0.112,0.0
f1211315,-0.019056,-0.125,-0.000987,-0.006,-0.036386,-0.266,-0.018036,-0.118,-0.00546,-0.033,-0.016826,-0.109,0.044889,-0.345,0.020681,-0.137,0.05341,-0.431,0.025968,-0.178,-0.020831,-0.138,-0.03815,-0.282,0.029091,-0.203,0.017604,-0.115,0.048573,-0.381,-0.025332,-0.173,-0.036929,-0.271,0.013501,-0.086,-0.02487,-0.169,-0.042682,-0.324,0.020548,-0.136,-0.025964,-0.178,-0.039399,-0.293,0.015659,-0.101,-0.049955,-0.395,-0.061166,-0.515,0.005898,-0.036,0.0
f1211215,0.014485,-0.092,0.010549,-0.066,0.014178,-0.09,0.00985,-0.061,0.012517,-0.079,-0.00244,-0.014,-0.007639,-0.047,-0.008438,-0.052,-0.003787,-0.023,0.055739,-0.456,-0.026374,-0.181,-0.033487,-0.24,-0.004641,-0.028,0.054387,-0.441,0.038516,-0.285,-0.066904,-0.582,-0.067894,-0.593,-0.041623,-0.314,-0.038354,-0.284,-0.046082,-0.356,-0.009457,-0.058,-0.04267,-0.324,-0.055858,-0.457,0.007024,-0.043,-0.04282,-0.325,-0.046758,-0.363,-0.018132,-0.118,0.0
f1211115,0.018659,-0.122,0.004665,-0.028,0.032359,-0.231,-0.000696,-0.004,0.006886,-0.042,-0.01507,-0.096,-0.000797,-0.005,0.004568,-0.027,-0.012581,-0.079,0.08277,-0.782,-0.046051,-0.356,-0.062259,-0.528,-0.009838,-0.061,0.071129,-0.633,0.083906,-0.798,-0.059374,-0.495,-0.078437,-0.725,-0.016098,-0.104,-0.067988,-0.594,-0.072311,-0.647,-0.03962,-0.295,-0.085042,-0.813,-0.099147,-1.017,-0.025756,-0.176,-0.10923,-1.177,-0.108027,-1.157,-0.068592,-0.602,0.0
f1211015,-0.017172,-0.111,-0.01548,-0.099,0.004614,-0.028,0.047453,-0.37,0.048713,-0.383,0.003445,-0.02,-0.006183,-0.037,-0.009413,-0.058,-0.0015,-0.009,0.065373,-0.564,-0.082886,-0.784,-0.114117,-1.258,0.00588,-0.035,0.046155,-0.357,0.090785,-0.894,-0.137442,-1.683,-0.152333,-1.987,-0.073062,-0.656,-0.100397,-1.037,-0.124559,-1.44,-0.007647,-0.047,-0.088544,-0.862,-0.120969,-1.376,0.018663,-0.122,-0.112582,-1.232,-0.136185,-1.658,-0.012827,-0.081,0.0
f1210915,0.016156,-0.104,0.024959,-0.17,-0.008953,-0.055,-0.002298,-0.014,0.00356,-0.021,-0.012537,-0.079,-0.003813,-0.023,-0.01788,-0.117,0.0244,-0.166,-0.02097,-0.139,-0.091982,-0.911,-0.109556,-1.182,-0.012234,-0.077,-0.033152,-0.238,0.022007,-0.147,-0.123979,-1.43,-0.134313,-1.622,-0.06319,-0.538,-0.085044,-0.813,-0.094474,-0.947,-0.01586,-0.102,-0.065344,-0.563,-0.090668,-0.892,0.026051,-0.179,-0.07286,-0.654,-0.080905,-0.757,-0.010624,-0.066,0.0
f1210815,0.046591,-0.361,0.044355,-0.34,0.014038,-0.089,-0.028687,-0.2,-0.020501,-0.136,-0.013305,-0.084,-0.006531,-0.04,-0.013908,-0.088,0.001865,-0.011,-0.044679,-0.343,-0.076647,-0.702,-0.102977,-1.077,0.004425,-0.026,-0.049584,-0.391,-0.015281,-0.098,-0.117042,-1.308,-0.12742,-1.493,-0.065888,-0.57,-0.044929,-0.345,-0.072961,-0.655,0.029719,-0.209,-0.030139,-0.212,-0.071521,-0.637,0.066036,-0.571,-0.051982,-0.416,-0.076304,-0.697,0.024366,-0.165,0.0
f1210715,0.01531,-0.098,0.019116,-0.126,0.000393,-0.002,0.00541,-0.033,0.005625,-0.034,-0.005437,-0.033,-0.012866,-0.081,-0.01793,-0.117,0.006733,-0.041,-0.027842,-0.193,-0.055832,-0.457,-0.080822,-0.756,0.021935,-0.147,-0.04292,-0.326,0.019299,-0.127,-0.078845,-0.73,-0.090254,-0.886,-0.029655,-0.208,-0.046531,-0.361,-0.06439,-0.552,0.019423,-0.128,-0.039638,-0.295,-0.072307,-0.647,0.049928,-0.395,-0.023479,-0.159,-0.045941,-0.355,0.035326,-0.256,0.0
f1210615,0.009556,-0.059,0.043218,-0.329,-0.058268,-0.483,-0.027141,-0.187,-0.035445,-0.258,0.009255,-0.057,0.026812,-0.185,0.001263,-0.007,0.052564,-0.422,-0.069132,-0.608,-0.068976,-0.606,-0.10664,-1.135,0.037385,-0.275,-0.089751,-0.879,-0.001808,-0.011,-0.100669,-1.041,-0.119716,-1.354,-0.037082,-0.272,-0.053603,-0.433,-0.077053,-0.707,0.028261,-0.197,-0.011324,-0.071,-0.059207,-0.493,0.09454,-0.948,-0.009417,-0.058,-0.0514,-0.41,0.086616,-0.835,0.0
f1210515,0.015783,-0.102,0.009084,-0.056,0.026577,-0.183,0.036224,-0.264,0.046929,-0.365,-0.011337,-0.071,-0.03865,-0.286,-0.041706,-0.314,-0.011286,-0.071,0.152336,-1.987,-0.031921,-0.227,-0.061003,-0.513,0.043761,-0.334,0.13078,-1.555,0.162168,-2.203,-0.057633,-0.476,-0.071346,-0.635,-0.011469,-0.072,-0.06608,-0.572,-0.082534,-0.779,1e-06,-0.0,-0.112924,-1.238,-0.137373,-1.681,0.00546,-0.033,-0.12032,-1.365,-0.140501,-1.743,-0.014491,-0.092,0.0
f1210415,0.035644,-0.259,0.028041,-0.195,0.022547,-0.151,0.041305,-0.311,0.054775,-0.445,-0.013961,-0.089,-0.048723,-0.383,-0.057545,-0.475,0.000607,-0.004,0.099418,-1.022,-0.133725,-1.611,-0.155505,-2.056,-0.040291,-0.301,0.085916,-0.825,0.097786,-0.997,-0.206232,-3.317,-0.207569,-3.355,-0.138652,-1.707,-0.161247,-2.182,-0.178336,-2.583,-0.045213,-0.348,-0.158871,-2.129,-0.184076,-2.726,-0.020108,-0.133,-0.168541,-2.349,-0.183427,-2.71,-0.057488,-0.475,0.0
f1210315,0.016618,-0.107,0.018607,-0.122,0.0057,-0.034,0.034052,-0.245,0.027484,-0.19,0.013209,-0.084,-0.029727,-0.209,-0.026203,-0.18,-0.014623,-0.093,0.1133,-1.244,-0.082998,-0.785,-0.11308,-1.24,0.011226,-0.07,0.098505,-1.008,0.118445,-1.332,-0.164092,-2.247,-0.189101,-2.855,-0.068518,-0.601,-0.101694,-1.057,-0.120902,-1.375,-0.011429,-0.071,-0.101715,-1.057,-0.133417,-1.605,0.019655,-0.13,-0.135946,-1.654,-0.15318,-2.005,-0.032548,-0.232,0.0
f1210215,0.010903,-0.068,0.009613,-0.059,0.004895,-0.029,0.023735,-0.161,0.031014,-0.219,0.000184,-0.001,-0.005707,-0.034,-0.014403,-0.092,0.006542,-0.04,0.053191,-0.429,-0.105523,-1.117,-0.133047,-1.598,-0.021263,-0.142,0.044247,-0.339,0.055124,-0.449,-0.198605,-3.107,-0.212702,-3.502,-0.122442,-1.402,-0.112612,-1.233,-0.134399,-1.624,-0.027119,-0.187,-0.084734,-0.809,-0.125916,-1.465,0.035128,-0.255,-0.111329,-1.211,-0.132936,-1.596,-0.020163,-0.133,0.0
f1210115,0.017288,-0.112,0.004765,-0.029,0.034966,-0.253,0.034212,-0.247,0.042491,-0.322,-0.021259,-0.142,-0.028053,-0.195,-0.024121,-0.164,-0.009339,-0.058,0.145011,-1.834,-0.105406,-1.115,-0.123874,-1.428,-0.004903,-0.029,0.132524,-1.588,0.133704,-1.611,-0.207449,-3.352,-0.207857,-3.363,-0.11667,-1.301,-0.136438,-1.663,-0.144925,-1.833,-0.026388,-0.181,-0.12666,-1.479,-0.152127,-1.983,0.020745,-0.138,-0.160341,-2.162,-0.177217,-2.556,-0.04111,-0.309,0.0
f1209915,0.047389,-0.369,0.046688,-0.362,0.013436,-0.085,-0.009516,-0.059,-0.009257,-0.057,-0.001945,-0.011,-0.022271,-0.149,-0.023057,-0.155,-0.005426,-0.033,0.016406,-0.106,-0.021005,-0.14,-0.025841,-0.177,0.003917,-0.023,0.014081,-0.09,0.020211,-0.134,-0.050791,-0.404,-0.044971,-0.346,-0.043044,-0.327,-0.032461,-0.232,-0.0389,-0.288,0.003226,-0.019,-0.008046,-0.049,-0.017857,-0.116,0.024717,-0.168,-0.011094,-0.069,-0.020538,-0.136,0.019153,-0.126,0.0
f1209815,0.018343,-0.12,0.018378,-0.12,0.000206,-0.001,0.010634,-0.066,0.012673,-0.08,0.00471,-0.028,-0.009181,-0.057,-0.012791,-0.081,0.00373,-0.022,-0.037575,-0.276,-0.056481,-0.464,-0.074972,-0.68,0.003058,-0.018,-0.041026,-0.308,-0.022786,-0.153,-0.108835,-1.17,-0.118396,-1.331,-0.061562,-0.52,-0.039783,-0.297,-0.058582,-0.487,0.022301,-0.149,0.007581,-0.046,-0.024917,-0.17,0.073303,-0.659,-0.023861,-0.161,-0.041657,-0.314,0.021309,-0.142,0.0
f1209715,0.038958,-0.289,0.028128,-0.195,0.028741,-0.2,0.012734,-0.08,0.017906,-0.117,-0.00883,-0.054,-0.03437,-0.248,-0.029395,-0.206,-0.015703,-0.101,0.087591,-0.849,-0.02042,-0.135,-0.044457,-0.341,0.047448,-0.37,0.070333,-0.623,0.112355,-1.228,-0.076212,-0.696,-0.092711,-0.922,-0.011255,-0.07,-0.019861,-0.131,-0.024377,-0.166,0.001142,-0.007,-0.038719,-0.287,-0.080312,-0.75,0.072754,-0.653,-0.070306,-0.622,-0.081778,-0.769,-0.002043,-0.012,0.0
f1209615,0.025617,-0.175,0.037197,-0.273,-0.011421,-0.071,-0.01016,-0.063,-0.005329,-0.032,-0.013321,-0.084,-0.000559,-0.003,-0.017537,-0.114,0.030762,-0.217,0.06587,-0.569,-0.082297,-0.776,-0.105504,-1.117,-0.006886,-0.042,0.051572,-0.412,0.07983,-0.743,-0.135749,-1.65,-0.143646,-1.807,-0.082232,-0.775,-0.09352,-0.933,-0.107557,-1.149,-0.02276,-0.153,-0.099739,-1.027,-0.127761,-1.499,0.010326,-0.064,-0.103583,-1.086,-0.121156,-1.38,-0.019126,-0.126,0.0
f1209515,0.024148,-0.164,0.006692,-0.041,0.039088,-0.29,0.078037,-0.72,0.093379,-0.931,-0.015341,-0.098,-0.078017,-0.72,-0.077272,-0.71,-0.018461,-0.121,0.139069,-1.715,-0.107375,-1.147,-0.141586,-1.765,0.000194,-0.001,0.131112,-1.561,0.115717,-1.285,-0.176715,-2.544,-0.199349,-3.127,-0.086981,-0.84,-0.150153,-1.941,-0.173873,-2.475,-0.02594,-0.178,-0.14116,-1.756,-0.184648,-2.741,0.025816,-0.177,-0.176023,-2.527,-0.200262,-3.152,-0.03817,-0.282,0.0
f1209415,0.019356,-0.127,0.012183,-0.077,0.01566,-0.101,0.027585,-0.191,0.033887,-0.244,-0.005248,-0.032,-0.016232,-0.105,-0.016934,-0.11,-0.000585,-0.003,0.057183,-0.471,-0.135397,-1.643,-0.174793,-2.497,-0.008411,-0.052,0.038664,-0.286,0.083889,-0.798,-0.211113,-3.456,-0.236705,-4.237,-0.106722,-1.136,-0.137543,-1.685,-0.168856,-2.356,-0.007154,-0.044,-0.132873,-1.595,-0.175165,-2.506,0.022356,-0.15,-0.158146,-2.113,-0.185708,-2.768,-0.026063,-0.179,0.0
f1209315,0.017518,-0.114,0.005755,-0.035,0.025641,-0.175,-0.003546,-0.021,0.001092,-0.006,-0.019043,-0.125,-0.004917,-0.029,0.002277,-0.013,-0.004432,-0.026,0.010203,-0.063,-0.026943,-0.186,-0.035419,-0.257,0.003363,-0.02,0.003329,-0.02,0.028201,-0.196,-0.037372,-0.275,-0.036557,-0.267,-0.02493,-0.17,-0.042358,-0.321,-0.042684,-0.324,-0.014935,-0.096,-0.014113,-0.09,-0.026185,-0.18,0.020978,-0.139,-0.035995,-0.262,-0.046041,-0.356,0.00162,-0.01,0.0
f1242515,0.049328,-0.389,0.038544,-0.285,0.023677,-0.16,0.031327,-0.222,0.038369,-0.284,-0.002693,-0.016,-0.057272,-0.472,-0.056017,-0.459,-0.014253,-0.091,0.040095,-0.299,-0.093137,-0.928,-0.134517,-1.626,0.019379,-0.128,0.026053,-0.179,0.061347,-0.517,-0.150953,-1.958,-0.1795,-2.612,-0.072936,-0.655,-0.097086,-0.986,-0.125329,-1.454,0.001841,-0.011,-0.066858,-0.581,-0.124635,-1.442,0.085438,-0.819,-0.119132,-1.344,-0.150322,-1.945,0.009033,-0.056,0.0
f1242715,0.077574,-0.714,0.058891,-0.49,0.041273,-0.31,0.001915,-0.011,0.01176,-0.074,-0.016216,-0.105,-0.062775,-0.534,-0.056442,-0.463,-0.022402,-0.15,0.023622,-0.16,-0.092248,-0.915,-0.125697,-1.461,0.004581,-0.027,0.009413,-0.058,0.047716,-0.373,-0.126523,-1.476,-0.155665,-2.059,-0.047094,-0.366,-0.104037,-1.093,-0.115811,-1.287,-0.033861,-0.244,-0.061505,-0.519,-0.10604,-1.125,0.063655,-0.544,-0.116514,-1.299,-0.1395,-1.723,-0.007878,-0.048,0.0
f1250915,0.011295,-0.071,0.005968,-0.036,0.010657,-0.066,0.045451,-0.35,0.058698,-0.488,-0.008187,-0.05,-0.035591,-0.259,-0.04399,-0.336,0.00291,-0.017,0.143244,-1.798,-0.081074,-0.76,-0.125337,-1.455,0.031503,-0.223,0.134441,-1.625,0.126575,-1.477,-0.17408,-2.48,-0.198001,-3.09,-0.100299,-1.035,-0.106115,-1.126,-0.153177,-2.005,0.031933,-0.227,-0.112082,-1.224,-0.174062,-2.48,0.067656,-0.591,-0.143047,-1.794,-0.17141,-2.416,-0.007701,-0.047,0.0
f1242815,0.027077,-0.187,0.015372,-0.099,0.022035,-0.147,0.030002,-0.211,0.028086,-0.195,0.010011,-0.062,-0.040159,-0.3,-0.029318,-0.205,-0.026707,-0.184,0.03089,-0.218,-0.071752,-0.64,-0.093724,-0.936,-0.010497,-0.065,0.027443,-0.19,0.028761,-0.201,-0.095123,-0.957,-0.110009,-1.189,-0.060958,-0.513,-0.082042,-0.773,-0.098214,-1.003,-0.016398,-0.106,-0.067613,-0.59,-0.099363,-1.021,0.029606,-0.208,-0.09732,-0.99,-0.111293,-1.211,-0.018006,-0.117,0.0
f1250715,-0.007483,-0.046,-0.011519,-0.072,0.00397,-0.024,0.042464,-0.322,0.054418,-0.441,-0.007248,-0.044,-0.014174,-0.09,-0.023073,-0.155,0.009485,-0.059,0.139725,-1.728,-0.068973,-0.606,-0.114152,-1.258,0.035621,-0.259,0.128315,-1.509,0.127884,-1.501,-0.153031,-2.002,-0.176279,-2.533,-0.089074,-0.869,-0.089829,-0.88,-0.140582,-1.745,0.041101,-0.309,-0.104098,-1.094,-0.162709,-2.215,0.058946,-0.491,-0.13507,-1.637,-0.164723,-2.261,-0.006322,-0.038,0.0
f1250615,-0.014674,-0.094,-0.011601,-0.073,-0.013252,-0.084,0.048072,-0.376,0.053219,-0.429,0.005851,-0.035,-0.016557,-0.107,-0.025832,-0.177,0.013548,-0.086,0.074101,-0.669,-0.059505,-0.497,-0.100917,-1.045,0.035433,-0.257,0.062612,-0.532,0.081578,-0.766,-0.115466,-1.281,-0.138622,-1.706,-0.061015,-0.514,-0.072253,-0.646,-0.116547,-1.299,0.038561,-0.285,-0.069549,-0.613,-0.123382,-1.419,0.065912,-0.57,-0.094074,-0.942,-0.122419,-1.402,0.012737,-0.08,0.0
f1250515,0.018251,-0.119,0.002866,-0.017,0.027258,-0.188,0.042934,-0.326,0.061936,-0.524,-0.017582,-0.114,-0.040318,-0.302,-0.045031,-0.346,-0.004574,-0.027,0.140522,-1.744,-0.088783,-0.865,-0.123711,-1.425,-0.002054,-0.012,0.136965,-1.674,0.109052,-1.174,-0.166361,-2.299,-0.187219,-2.806,-0.108031,-1.157,-0.114921,-1.271,-0.157045,-2.089,0.009397,-0.058,-0.132212,-1.582,-0.18013,-2.628,0.021729,-0.145,-0.159131,-2.135,-0.173688,-2.471,-0.050952,-0.405,0.0
f1250415,0.01743,-0.113,-0.002878,-0.017,0.03066,-0.216,0.03086,-0.218,0.036301,-0.265,0.000673,-0.004,-0.031624,-0.225,-0.018057,-0.118,-0.028483,-0.198,0.072256,-0.646,-0.084861,-0.811,-0.115969,-1.289,-0.002465,-0.015,0.067812,-0.592,0.061086,-0.514,-0.155612,-2.058,-0.171251,-2.413,-0.101086,-1.047,-0.097058,-0.986,-0.131177,-1.563,0.005789,-0.035,-0.083944,-0.798,-0.126363,-1.473,0.039573,-0.295,-0.114166,-1.259,-0.136315,-1.661,-0.012544,-0.079,0.0
f1250315,0.016298,-0.105,0.006625,-0.04,0.021127,-0.141,0.040798,-0.306,0.056347,-0.462,-0.01361,-0.086,-0.029208,-0.204,-0.036835,-0.27,0.000558,-0.003,0.226782,-3.923,-0.08794,-0.854,-0.140244,-1.738,0.032491,-0.232,0.217116,-3.631,0.188253,-2.833,-0.199944,-3.143,-0.228015,-3.962,-0.122661,-1.406,-0.13562,-1.647,-0.189298,-2.86,0.018395,-0.12,-0.155958,-2.065,-0.229258,-4.0,0.058449,-0.485,-0.19598,-3.036,-0.227565,-3.948,-0.034122,-0.246,0.0
f1250215,-0.003164,-0.019,0.00362,-0.022,-0.002127,-0.013,0.043441,-0.331,0.048367,-0.379,0.00235,-0.014,-0.021067,-0.14,-0.034193,-0.247,0.007639,-0.047,0.000384,-0.002,-0.021131,-0.141,-0.025743,-0.176,-0.016902,-0.109,-0.000209,-0.001,0.007141,-0.043,-0.026231,-0.18,-0.033765,-0.243,-0.035139,-0.255,-0.023955,-0.162,-0.035787,-0.261,-0.0019,-0.011,-0.021641,-0.144,-0.021932,-0.147,-0.0177,-0.115,-0.023206,-0.156,-0.019162,-0.126,-0.019425,-0.128,0.0
f1250115,-0.026809,-0.185,-0.012021,-0.075,-0.027422,-0.19,0.01715,-0.111,0.018973,-0.125,0.003331,-0.02,0.031492,-0.223,0.013194,-0.083,0.035757,-0.26,0.035975,-0.262,0.006155,-0.037,-0.031544,-0.224,0.064837,-0.557,0.028076,-0.195,0.043023,-0.327,-0.062493,-0.53,-0.088564,-0.862,-0.024113,-0.163,-0.009756,-0.06,-0.058672,-0.487,0.075905,-0.692,0.030657,-0.216,-0.014412,-0.092,0.087254,-0.844,0.024347,-0.165,-0.010902,-0.068,0.077624,-0.714,0.0
f1250015,-0.026585,-0.183,-0.011793,-0.074,-0.027133,-0.187,0.018684,-0.122,0.020911,-0.139,0.003208,-0.019,0.030335,-0.214,0.011543,-0.072,0.035825,-0.261,0.036165,-0.264,0.005351,-0.032,-0.032261,-0.23,0.063758,-0.545,0.028189,-0.196,0.043655,-0.333,-0.062117,-0.526,-0.088358,-0.859,-0.024535,-0.167,-0.010889,-0.068,-0.059897,-0.501,0.07501,-0.681,0.028881,-0.202,-0.015768,-0.101,0.085389,-0.818,0.022666,-0.152,-0.011896,-0.075,0.075614,-0.689,0.0
f1249915,0.013396,-0.085,0.003124,-0.019,0.01937,-0.127,0.038873,-0.288,0.055314,-0.451,-0.014557,-0.093,-0.025017,-0.171,-0.032901,-0.235,0.00346,-0.021,0.167616,-2.328,-0.08814,-0.856,-0.140938,-1.752,0.032522,-0.232,0.156651,-2.081,0.147859,-1.893,-0.184371,-2.734,-0.214972,-3.568,-0.107964,-1.156,-0.120344,-1.365,-0.175931,-2.525,0.028917,-0.202,-0.13053,-1.55,-0.201976,-3.199,0.065929,-0.57,-0.168882,-2.357,-0.201409,-3.183,-0.018599,-0.122,0.0
f1249220,0.111032,-1.206,0.104979,-1.108,0.031163,-0.221,-0.005086,-0.031,-0.007373,-0.045,0.006391,-0.039,-0.070465,-0.624,-0.067665,-0.591,-0.023941,-0.162,0.004368,-0.026,-0.098251,-1.004,-0.157462,-2.098,0.044458,-0.341,-0.028663,-0.2,0.080055,-0.746,-0.077473,-0.712,-0.127098,-1.487,0.017816,-0.116,-0.094245,-0.944,-0.136996,-1.674,0.0226,-0.152,-0.095831,-0.968,-0.146564,-1.866,0.044932,-0.345,-0.153805,-2.019,-0.191773,-2.924,0.001012,-0.006,0.0
f1248715,0.055062,-0.448,0.043384,-0.33,0.03546,-0.258,-0.032373,-0.231,-0.034299,-0.247,-0.007359,-0.045,-0.025035,-0.171,-0.012391,-0.078,-0.030033,-0.211,-0.174696,-2.495,-0.064227,-0.55,-0.019439,-0.128,-0.122897,-1.411,-0.170079,-2.385,-0.132285,-1.583,0.058328,-0.484,0.083759,-0.796,0.021618,-0.144,-0.032296,-0.23,0.026322,-0.181,-0.123945,-1.429,-0.039222,-0.291,0.028626,-0.2,-0.143788,-1.809,-0.000707,-0.004,0.037338,-0.274,-0.080105,-0.747,0.0
