metric,raw_year,pop_year,description
f1472718,2018,2018,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total_Patient_Care=2018
f1472818,2018,2018,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total=2018
f1472918,2018,2018,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total_Patient_Care=2018
f1473018,2018,2018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total=2018
f1473118,2018,2018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total_Patient_Care=2018
f1473218,2018,2018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total=2018
f1473318,2018,2018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total_Patient_Care=2018
f1473418,2018,2018,Doctors_of_Osteopathic_Medicine_General_Surgical_Total=2018
f1473518,2018,2018,Doctors_of_Osteopathic_Medicine_General_Surgical_Total_Patient_Care=2018
f1473618,2018,2018,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total=2018
f1473718,2018,2018,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total_Patient_Care=2018
f1473818,2018,2018,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total=2018
f1473918,2018,2018,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total_Patient_Care=2018
f1474018,2018,2018,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total=2018
f1474118,2018,2018,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total_Patient_Care=2018
f1474218,2018,2018,Doctors_of_Osteopathic_Medicine_Psychiatry_Total=2018
f1474318,2018,2018,Doctors_of_Osteopathic_Medicine_Psychiatry_Total_Patient_Care=2018
f1474418,2018,2018,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total=2018
f1474518,2018,2018,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total_Patient_Care=2018
f1474618,2018,2018,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total=2018
f1474718,2018,2018,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total_Patient_Care=2018
f1478818,2018,2018,#_Hospital_with_Adult_Cardiology_Service=2018
f1478918,2018,2018,#_Hospital_with_Pediatric_Cardiology_Services=2018
f1479018,2018,2018,#_Hospital_with_Assistive_Technology_Center=2018
f1479118,2018,2018,#_Hospital_with_Electrodiagnostic_Service=2018
f1479218,2018,2018,#_Hospital_with_Prosthetic_&_Orthotic_Service=2018
f1479318,2018,2018,#_Hospital_with_Rural_Health_Clinic=2018
f1479418,2018,2018,Physicians_&_Dentists_Vacancies=2018
f1479618,2018,2018,Medical_Medicine_Dental_Resident_Internal_Vacancies=2018
f1479818,2018,2018,Other_Trainees_Vacancies=2018
f1480018,2018,2018,Registered_Nursing_Vacancies=2018
f1480218,2018,2018,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Vacancies=2018
f1480418,2018,2018,Nursing_Assistive_Personal_Persons_Vacancies=2018
f1480618,2018,2018,Radiology_Technicians_Vacancies=2018
f1480818,2018,2018,Laboratory_Technician_Vacancies=2018
f1481018,2018,2018,Pharmacists_Licensed_Vacancies=2018
f1481218,2018,2018,Pharmacy_Technicians_Vacancies=2018
f1481418,2018,2018,Respiratory_Therapist_Vacancies=2018
f1481618,2018,2018,All_Other_Personnel_Vacancies=2018
f1481818,2018,2018,Total_Facility_Personnel_Vacancies=2018
f1482218,2018,2018,Nursing_Home_Personal_Persons_Total_Vacancies=2018
f1482410,2010,2010,Advanced_Practice_Registered_Nurse_Physician_Assistants_Full_Time=2010
f1482610,2010,2010,Advanced_Practice_Registered_Nurse_Physician_Assistants_Partial_Time=2010
f1483018,2018,2018,#_Hospital_with_Primary_Care_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018
f1483218,2018,2018,#_Hospital_with_Anesthesia_Service_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018
f1483910,2010,2010,#_Females_Over_15_Years=2010
f1484010,2010,2010,Population_65+=2010
f1484110,2010,2010,American_Indian_Arapaho_Population=2010
f1484210,2010,2010,American_Indian_Canadian_French_American_Population=2010
f1484310,2010,2010,American_Indian_Central_American_Population=2010
f1484410,2010,2010,American_Indian_Hopi_Population=2010
f1484510,2010,2010,American_Indian_Mexican_American_Population=2010
f1484610,2010,2010,American_Indian_South_American_Population=2010
f1484710,2010,2010,American_Indian_Spanish_American_Population=2010
f1484810,2010,2010,Alaska_Native_Inupiat_Population=2010
f1484910,2010,2010,Alaska_Native_Tsimshian_Population=2010
f1485010,2010,2010,Alaska_Native_Yup'ik_Population=2010
f1485110,2010,2010,Asian_Bhutanese_Population=2010
f1485210,2010,2010,Asian_Burmese_Population=2010
f1485310,2010,2010,Asian_Nepalese_Population=2010
f1485410,2010,2010,Micronesian_Marshallese_Population=2010
f1485510,2010,2010,#_White_not_Hispanic_Latino_Households=2010
f1485610,2010,2010,#_White_not_Hispanic_Household_with_Husband_Wife_Family=2010
f1485710,2010,2010,#_Single_Parent_Household_White_non_Hispanic=2010
f1485810,2010,2010,Hispanic_Latino_Origin_Costa_Rican_Population=2010
f1485910,2010,2010,Hispanic_Latino_Origin_Guatemalan_Population=2010
f1486010,2010,2010,Hispanic_Latino_Origin_Honduran_Population=2010
f1486110,2010,2010,Hispanic_Latino_Origin_Nicaraguan_Population=2010
f1486210,2010,2010,Hispanic_Latino_Origin_Panamanian_Population=2010
f1486310,2010,2010,Hispanic_Latino_Origin_Salvadoran_Population=2010
f1486410,2010,2010,Hispanic_Latino_Origin_Other_Central_American_Population=2010
f1486510,2010,2010,Hispanic_Latino_Origin_Argentinean_Population=2010
f1486610,2010,2010,Hispanic_Latino_Origin_Bolivian_Population=2010
f1486710,2010,2010,Hispanic_Latino_Origin_Chilean_Population=2010
f1486810,2010,2010,Hispanic_Latino_Origin_Colombian_Population=2010
f1486910,2010,2010,Hispanic_Latino_Origin_Ecuadorian_Population=2010
f1487010,2010,2010,Hispanic_Latino_Origin_Paraguayan_Population=2010
f1487110,2010,2010,Hispanic_Latino_Origin_Peruvian_Population=2010
f1487210,2010,2010,Hispanic_Latino_Origin_Uruguayan_Population=2010
f1487310,2010,2010,Hispanic_Latino_Origin_Venezuelan_Population=2010
f1487410,2010,2010,Hispanic_Latino_Origin_Other_South_American_Population=2010
f1487510,2010,2010,Hispanic_Latino_Origin_Spaniard_Population=2010
f1487610,2010,2010,Hispanic_Latino_Origin_Spanish_Population=2010
f1487710,2010,2010,Hispanic_Latino_Origin_Spanish_American_Population=2010
f1487810,2010,2010,Hispanic_Latino_Origin_All_Other_Hospital_Population=2010
f1488010,2010,2010,#_White_Families=2010
f1488110,2010,2010,#_Black_African_American_Families=2010
f1488210,2010,2010,#_American_Indian_Alaska_Native_Families=2010
f1488310,2010,2010,#_Asian_Families=2010
f1488410,2010,2010,#_Native_Hawaiian_Other_Pacific_Islander_Families=2010
f1488510,2010,2010,#_Some_Other_Race_Families=2010
f1488610,2010,2010,#_Two_or_more_Races_Families=2010
f1488710,2010,2010,#_Hispanic_Latino_Families=2010
f1488810,2010,2010,#_White_not_Hispanic_Families=2010
f1489010,2010,2010,Population_in_Correctional_Institution=2010
f1489110,2010,2010,Population_in_Juvenile_Facilities=2010
f1489210,2010,2010,Population_in_Nursing_Facility_Skilled_Nursing_Facility=2010
f1489310,2010,2010,Population_in_Other_Institutional_Facility=2010
f1489410,2010,2010,Population_in_Mental(Psychiatric)_Hospital_Units=2010
f1489510,2010,2010,Population_in_Noninstitional_Group_Quarter=2010
f1489619,2019,2019,Dentists_Male_with_National_Provider_Identifier=2019
f1489719,2019,2019,Dentists_Female_with_National_Provider_Identifier=2019
f1489819,2019,2019,Physician_Assist_Male_with_National_Provider_Identifier=2019
f1489919,2019,2019,Physician_Assist_Female_with_National_Provider_Identifier=2019
f1490019,2019,2019,Advanced_Practice_Registered_Nursing_Male_with_National_Provider_Identifier=2019
f1490119,2019,2019,Advanced_Practice_Registered_Nursing_Female_with_National_Provider_Identifier=2019
f1490219,2019,2019,Nurse_Practitioners_Male_with_National_Provider_Identifier=2019
f1490319,2019,2019,Nurse_Practitioners_Female_with_National_Provider_Identifier=2019
f1490419,2019,2019,Clinical_Nursing_Specialist_Male_with_National_Provider_Identifier=2019
f1490519,2019,2019,Clinical_Nursing_Specialist_Female_with_National_Provider_Identifier=2019
f1490619,2019,2019,Certified_Registered_Nurse_Anesthetist_Male_with_National_Provider_Identifier=2019
f1490719,2019,2019,Certified_Registered_Nurse_Anesthetist_Female_with_National_Provider_Identifier=2019
f1490819,2019,2019,AdvPractNurs_Midwife_Male_with_National_Provider_Identifier=2019
f1490919,2019,2019,AdvPractNurs_Midwife_Female_with_National_Provider_Identifier=2019
f1491019,2019,2019,Chiropractors_Male_with_National_Provider_Identifier=2019
f1491119,2019,2019,Chiropractors_Female_with_National_Provider_Identifier=2019
f1491219,2019,2019,Optometrists_Male_with_National_Provider_Identifier=2019
f1491319,2019,2019,Optometrists_Female_with_National_Provider_Identifier=2019
f1491419,2019,2019,Podiatrists_Male_with_National_Provider_Identifier=2019
f1491519,2019,2019,Podiatrists_Female_with_National_Provider_Identifier=2019
f1491710,2010,2010,Census_Urban_Population=2010
f1491810,2010,2010,Census_Urbanized_Areas_Population=2010
f1491910,2010,2010,Census_Urban_Clusters_Population=2010
f1492010,2010,2010,Census_Rural_Population=2010
f1492210,2010,2010,Census_Urban_Housing_Units=2010
f1492310,2010,2010,Census_Urbanized_Areas_Housing=2010
f1492410,2010,2010,Census_Urban_Clusters_Housing=2010
f1492510,2010,2010,Census_Rural_Housing_Units=2010
f1493016,2017,2017,3_Year_Hispanic_Male_Births=2016-18
f1493116,2017,2017,3_Year_Hispanic_Female_Births=2016-18
f1498820,2020,2020,#_Designted_Toxic_Site_Under_Control=2020
f1498920,2020,2020,#Designated_Toxic_Site_Not_Under_Control=2020
f1525010,2010,2010,Population_in_Group_Homes_for_Adults=2010
f1525110,2010,2010,#_Vacant_Housing_Units=2010
f1525210,2010,2010,#_Owner_Occupied_Housing_Units=2010
f1525320,2020,2020,#_Community_Health_Centers=2020
f1525420,2020,2020,#_National_Health_Service_Corps_Sites_with_Providers=2020
f1525520,2020,2020,#_National_Health_Service_Corps_Primary_Care_Sites_with_Provider=2020
f1525620,2020,2020,#_National_Health_Service_Corps_Dental_Sites_with_Providers=2020
f1525720,2020,2020,#_National_Health_Service_Corps_Mental_Health_Site_with_Provider=2020
f1525820,2020,2020,#_National_Health_Service_Corps_Full_Time_Equivalent_Providers=2020
f1525920,2020,2020,#_National_Health_Service_Corps_Full_Time_Equivalent_Primary_Care_Providers=2020
f1526020,2020,2020,#_National_Health_Service_Corps_Full_Time_Equivalent_Dental_Providers=2020
f1526120,2020,2020,#_National_Health_Service_Corps_Full_Time_Equivalent_Mental_Health_Provider=2020
f1526419,2019,2019,#_Days_Air_Quality_is_Measured=2019
f1526519,2019,2019,#Days_Measured_Air_Quality_Good=2019
f1527418,2018,2018,#_Hospital_with_Pediatric_Emergency_Depart=2018
f1528818,2018,2018,Medicare_Fee_for_Service_Beneficiaries=2018
f1529418,2018,2018,Total_Actual_Medicare_Costs=2018
f1530018,2018,2018,Inpatient_Actual_Medicare_Costs=2018
f1530318,2018,2018,Medicare_Beneficiary_Inpatient_User_with_Covered_Stay=2018
f1530418,2018,2018,Inpatient_Per_User_Actual_Medicare_Cost=2018
f1530618,2018,2018,Medicare_Beneficiaries_Acute_Hospital_Readmission=2018
f1530818,2018,2018,Medicare_Beneficiaries_Emergency_Department_Visits=2018
f1530918,2018,2018,Emergency_Department_Visits_per_One_Thousand_Medicare_Beneficiaries=2018
f1531013,2013,2013,Certified_Registered_Nurse_Anesthesia_Male=2013
f1531113,2013,2013,Certified_Registered_Nurse_Anesthesia_Female=2013
f1531213,2013,2013,Certified_Registered_Nurse_Anesthesia_<_35=2013
f1531313,2013,2013,Certified_Registered_Nurse_Anesthesia_35_44=2013
f1531413,2013,2013,Certified_Registered_Nurse_Anesthesia_45_54=2013
f1531513,2013,2013,Certified_Registered_Nurse_Anesthesia_55_64=2013
f1531613,2013,2013,Certified_Registered_Nurse_Anesthesia_65_+=2013
f1531713,2013,2013,Physician_Assistants_<_35=2013
f1531813,2013,2013,Physician_Assistants_35_44=2013
f1531913,2013,2013,Physician_Assistants_45_54=2013
f1532013,2013,2013,Physician_Assistants_55_64=2013
f1532113,2013,2013,Physician_Assistants_65_+=2013
f1532418,2018,2018,#_Hospital_with_Advanced_Practice_Registered_Nurse_Physician_Assist=2018
f1532518,2018,2018,#_Hospital_with_American_Community_Survey_Cancer_Program_Approved=2018
f1532718,2018,2018,#_Hospital_with_Commission_on_Accreditation_of_Rehabilitation_Facilities_Accreditation=2018
f1532918,2018,2018,#_Hospital_with_Det_Norske_Veritas_Accreditation=2018
f1533113,2013,2013,Physician_Assistants=2013
f1533213,2013,2013,Physician_Assistants_Female=2013
f1533313,2013,2013,Physician_Assistants_Male=2013
f1533518,2018,2018,#_Patients_Seen_in_Veteran_Facility=2018
f1533618,2018,2018,Veteran_Medical_Medicine_Care_Expenditure(1000's)=2018
f1533814,2014,2014,Days_with_8_hour_Average_Ozone_over_National_Ambient_Air_Quality_Standards=2014
f1533920,2020,2020,#Designated_Toxic_Site_with_Insufficient_Data=2020
f1537614,2016,2016,#_Disabled_<18_Civilian_Noninstitutional=2014-18
f1537714,2016,2016,#_Personal_Persons_<_18_Civilian_Noninstitutional=2014-18
f1537914,2016,2016,#Disabled_18_64_Civilian_Noninstitutional=2014-18
f1538014,2016,2016,#_Personal_Persons_18_64_Civilian_Noninstitutional=2014-18
f1538214,2016,2016,#_Disabled_65+_Civilian_Noninstitutional=2014-18
f1538314,2016,2016,#_Personal_Persons_65+_Civilian_Noninstitutional=2014-18
f1538514,2016,2016,Veterans_25+_Years=2014-18
f1538614,2016,2016,Veterans_25+_with_<_High_School_Diploma=2014-18
f1538714,2016,2016,Veterans_25+_with_High_School_Diploma_or_more=2014-18
f1538814,2016,2016,Veterans_25+_with_4+_Years_College=2014-18
f1538914,2016,2016,Nonveterans_25+_Years=2014-18
f1539014,2016,2016,Nonveterans_25+_with_<_High_School_Diploma=2014-18
f1539114,2016,2016,Nonveterans_25+_with_High_School_Diploma_+=2014-18
f1539214,2016,2016,Nonveterans_25+_with_4+_Years_College=2014-18
f1539314,2016,2016,Veteran_Civilian_Population_18_64_Years=2014-18
f1539414,2016,2016,Veterinarian_Veteran_in_Civilian_Labor_Force=2014-18
f1539514,2016,2016,Veterinarian_Veteran_Employed_in_Civilian_Labor_Force=2014-18
f1539614,2016,2016,Veterinarian_Veteran_Unemployed_in_Civilian_Labor_Force=2014-18
f1539714,2016,2016,Veterinarian_Veteran_not_in_Civilian_Labor_Force=2014-18
f1539814,2016,2016,Nonveterans_Civilian_Population_18_64_Years=2014-18
f1539914,2016,2016,Nonveteran_in_Civilian_Labor_Force=2014-18
f1540014,2016,2016,Nonveterans_Employed_in_Civilian_Labor_Force=2014-18
f1540114,2016,2016,Nonveterans_Unemployed_in_Civilian_Labor_Force=2014-18
f1540214,2016,2016,Nonveterans_not_in_Civilian_Labor_Force=2014-18
f1540314,2016,2016,Veterans_Civilian_Population_18+_Years=2014-18
f1540414,2016,2016,Veterans_with_Disability_Civilian=2014-18
f1540514,2016,2016,Veterans_no_Disability_Civilian=2014-18
f1540614,2016,2016,Nonveterans_Civilian_Population_18+_Years=2014-18
f1540714,2016,2016,Nonveterans_with_Disability_Civilian=2014-18
f1540814,2016,2016,Nonveterans_no_Disability_Civilian=2014-18
f1540914,2016,2016,#_with_Disability_Civilian_Noninstitutional=2014-18
f1541014,2016,2016,Employed_with_Disability_Civilian_Labor_Force=2014-18
f1541114,2016,2016,Unemployed_with_Disability_Civilian_Labor_Force=2014-18
f1541214,2016,2016,#_with_Disability_not_in_Civilian_Labor_Force=2014-18
f1541314,2016,2016,#_without_Disabilty_Civilian_Noninstitutional=2014-18
f1541414,2016,2016,Employed_without_Disability_Civilian_Labor_Force=2014-18
f1541514,2016,2016,Unemployed_without_Disabled_Civilian_Labor_Force=2014-18
f1541614,2016,2016,#without_Disability_not_in_Civilian_Labor_Force=2014-18
f1541714,2016,2016,#_Personal_Persons_with_Poverty_Status_Determined=2014-18
f1541814,2016,2016,#_Persons_in_Deep_Poverty=2014-18
f1542014,2016,2016,#_<_18_with_Poverty_Status_Determined=2014-18
f1542114,2016,2016,#_Children_<_18_in_Deep_Poverty=2014-18
f1542314,2016,2016,#_65+_with_Poverty_Status_Determined=2014-18
f1542414,2016,2016,#_Persons_65+_in_Deep_Poverty=2014-18
f1542618,2018,2018,#_Hospital_with_Magnetoencephalography=2018
f1543816,2017,2017,3_Year_Hispanic_Male_Deaths=2016-18
f1543916,2017,2017,3_Year_Hispanic_Female_Deaths=2016-18
f1544016,2017,2017,3_Year_Hispanic_Male_Infant_Death=2016-18
f1544116,2017,2017,3_Year_Hispanic_Female_Infant_Death=2016-18
f1544216,2016,2016,Veteran_Disability_Compensation_Recipient=2016
f1544316,2016,2016,Veteran_Disabilty_Pension_Recipient=2016
f1544416,2016,2016,Veteran_Disabled_Computed_or_Pension_Recipient=2016
f1544520,2020,2020,#_National_Health_Service_Corps_Total_Active_Sites=2020
f1544919,2019,2019,Health_Insurance_Marketplace_Enrollees=2019
f1545019,2019,2019,Marketplace_Enrollees_<_18=2019
f1545119,2019,2019,Marketplace_Enrollees_18_25=2019
f1545219,2019,2019,Marketplace_Enrollees_26_34=2019
f1545319,2019,2019,Marketplace_Enrollees_35_44=2019
f1545419,2019,2019,Marketplace_Enrollees_45_54=2019
f1545519,2019,2019,Marketplace_Enrollees_55_64=2019
f1545619,2019,2019,Marketplace_Enrollees_65+=2019
f1545819,2019,2019,Marketplace_Enrollees_New_Consultation=2019
f1545919,2019,2019,Marketplace_Enrollees_Active_Enrollment=2019
f1546019,2019,2019,Marketplace_Enrollees_Automatic_Enrollment=2019
f1546116,2016,2016,Market_Enrollment_Household_Income_<100%_of_Federal_Poverty_Level=2016
f1546219,2019,2019,Enrollment_Household_Income_100%_to_150%of_Federal_Poverty_Level=2019
f1546319,2019,2019,Enrollment_Household_Income>150%_to_200%of_Federal_Poverty_Level=2019
f1546419,2019,2019,Enrollment_Household_Income>200%_to_250%of_Federal_Poverty_Level=2019
f1546519,2019,2019,Enrollment_Household_Income>250%_to_300%of_Federal_Poverty_Level=2019
f1546619,2019,2019,Enrollment_Household_Income>300%_to_400%of_Federal_Poverty_Level=2019
f1546716,2016,2016,Market_Enrollment_Household_Income_>400%_of_Federal_Poverty_Level=2016
f1546816,2016,2016,Marketplace_Enrollment_Household_Income_Unknown=2016
f1547118,2018,2018,Persons_<65_Years=2018
f1547218,2018,2018,Personal_Persons_<65_with_Health_Insurance=2018
f1547318,2018,2018,Personal_Persons_<65_without_Health_Insurance=2018
f1547518,2018,2018,Males_<65_Years=2018
f1547618,2018,2018,Males_<65_with_Health_Insurance=2018
f1547718,2018,2018,Males_<65_without_Health_Insurance=2018
f1547918,2018,2018,Females_<65_Years=2018
f1548018,2018,2018,Females_<65_with_Health_Insurance=2018
f1548118,2018,2018,Females_<65_without_Health_Insurance=2018
f1548318,2018,2018,Persons_<65_<=_138%_of_Poverty=2018
f1548418,2018,2018,#_<65_with_Health_Insurance_<=138%_Poverty=2018
f1548518,2018,2018,#_<65_no_Health_Insurance_<=138%_Poverty=2018
f1548718,2018,2018,Persons_<65_<=_200%_of_Poverty=2018
f1548818,2018,2018,#_<65_with_Health_Insurance_<=200%_Poverty=2018
f1548918,2018,2018,#_<65_no_Health_Insurance_<=200%_Poverty=2018
f1549118,2018,2018,Persons_<65_<=_400%_of_Poverty=2018
f1549218,2018,2018,#_<65_with_Health_Insurance_<=400%_Poverty=2018
f1549318,2018,2018,#_<65_no_Health_Insurance_<=400%_Poverty=2018
f1549518,2018,2018,Persons_18_64_Years=2018
f1549618,2018,2018,Personal_Persons_18_64_with_Health_Insurance=2018
f1549718,2018,2018,Personal_Persons_18_64_without_Health_Insurance=2018
f1549918,2018,2018,Males_18_64_Years=2018
f1550018,2018,2018,Males_18_64_with_Health_Insurance=2018
f1550118,2018,2018,Males_18_64_without_Health_Insurance=2018
f1550318,2018,2018,Females_18_64_Years=2018
f1550418,2018,2018,Females_18_64_with_Health_Insurance=2018
f1550518,2018,2018,Females_18_64_without_Health_Insurance=2018
f1550718,2018,2018,Persons_18_64_<=138%_of_Poverty=2018
f1550818,2018,2018,#18_64_with_Health_Insurance_<=138%_Poverty=2018
f1550918,2018,2018,#18_64_no_Health_Insurance_<=138%_Poverty=2018
f1551118,2018,2018,Persons_18_64_<=200%_of_Poverty=2018
f1551218,2018,2018,#18_64_with_Health_Insurance_<=200%_Poverty=2018
f1551318,2018,2018,#18_64_no_Health_Insurance_<=200%_Poverty=2018
f1551518,2018,2018,Persons_18_64_<=400%_of_Poverty=2018
f1551618,2018,2018,#18_64_with_Health_Insurance_<=400%_Poverty=2018
f1551718,2018,2018,#18_64_no_Health_Insurance_<=400%_Poverty=2018
f1551918,2018,2018,Persons_40_64_Years=2018
f1552018,2018,2018,Personal_Persons_40_64_with_Health_Insurance=2018
f1552118,2018,2018,Personal_Persons_40_64_without_Health_Insurance=2018
f1552318,2018,2018,Males_40_64_Years=2018
f1552418,2018,2018,Males_40_64_with_Health_Insurance=2018
f1552518,2018,2018,Males_40_64_without_Health_Insurance=2018
f1552718,2018,2018,Females_40_64_Years=2018
f1552818,2018,2018,Females_40_64_with_Health_Insurance=2018
f1552918,2018,2018,Females_40_64_without_Health_Insurance=2018
f1553118,2018,2018,Persons_<19_Years=2018
f1553218,2018,2018,Personal_Persons_<19_with_Health_Insurance=2018
f1553318,2018,2018,Personal_Persons_<19_without_Health_Insurance=2018
f1553518,2018,2018,Persons_<19_<=_138%_of_Poverty=2018
f1553618,2018,2018,#_<19_with_Health_Insurance_<=138%_Poverty=2018
f1553718,2018,2018,#_<19_no_Health_Insurance_<=138%_Poverty=2018
f1553918,2018,2018,Persons_<19_<=_200%_of_Poverty=2018
f1554018,2018,2018,#_<19_with_Health_Insurance_<=200%_Poverty=2018
f1554118,2018,2018,#_<19_no_Health_Insurance_<=200%_Poverty=2018
f1554318,2018,2018,Persons_<19_<=_400%_of_Poverty=2018
f1554418,2018,2018,#_<19_with_Health_Insurance_<=400%_Poverty=2018
f1554518,2018,2018,#_<19_no_Health_Insurance_<=400%_Poverty=2018
f1554918,2018,2018,Medicare_Enrollment_Aged_&_Disabled_Total=2018
f1555018,2018,2018,Medicare_Enrollment_Aged_Total=2018
f1555118,2018,2018,Medicare_Enrollmnt_Disabled_Total=2018
f1555317,2017,2017,Marketplace_Enrollment_Other_Household_Income=2017
f1555418,2018,2018,Advanced_Practice_Registered_Nursing_Full_Time=2018
f1555618,2018,2018,Advanced_Practice_Registered_Nursing_Partial_Time=2018
f1555818,2018,2018,Physician_Assistants_Full_Time=2018
f1556018,2018,2018,Physician_Assistants_Partial_Time=2018
f1556218,2018,2018,#Hispanic_with_Violence_Prevention_Program_Workplace=2018
f1556318,2018,2018,#Hispanic_with_Violence_Prevention_Program_Community=2018
f1556419,2019,2019,Marketplace_Enrollees_Male=2019
f1556519,2019,2019,Marketplace_Enrollees_Female=2019
f1556619,2019,2019,Marketplace_Enrollment_Other_Federal_Poverty_Level=2019
f1556719,2019,2019,Enrollment_No_Financial_Assistant_Requested=2019
f1556818,2018,2018,#_Hospital_with_Alcohol_Chemical_Dependent_Pediatric_Service=2018
f1556918,2018,2018,#Hispanic_with_Alcohol_Chemical_Dependent_Partial_Hospitalization=2018
f1557018,2018,2018,#_Hospital_with_Psychiatric_Intensive_Outpatient_Service=2018
f1557118,2018,2018,#Hispanic_with_Psychiatric_Partial_Hospital_Adult_Service=2018
f1557218,2018,2018,#_Hospital_with_Psychiatric_Partial_Hospital_Pediatric_Service=2018
f1557318,2018,2018,#Hispanic_with_Psychiatric_Residential_Adult_Treatment=2018
f1557418,2018,2018,#_Hospital_with_Psychiatric_Residential_Pediatric_Treatment=2018
f1557518,2018,2018,#_Hospital_with_Telehealth_Consultation_Office_Visit=2018
f1557618,2018,2018,#_Hospital_with_Telehealth_Electronic_Intensive_Care_Unit=2018
f1557718,2018,2018,#_Hospital_with_Telehealth_Stroke_Care=2018
f1557818,2018,2018,#Hispanic_with_Telehealth_Psychiatric_Addiction_Treatment=2018
f1557918,2018,2018,#Hispanic_with_Telehealth_Monitor_Post_Disease=2018
f1558018,2018,2018,#Hispanic_with_Telehealth_Monitor_Chronic_Care=2018
f1558117,2017,2017,Preventable_Hospital_Stays_Rate=2017
f1558318,2018,2018,#_Hospital_with_Air_Ambulance_Services=2018
f1558418,2018,2018,#_Hospital_with_Diabetes_Prevention_Program=2018
f1558518,2018,2018,#_Hospital_with_Office_Campus_Emergency_Depart=2018
f1558618,2018,2018,#_Hospital_with_Employment_Support_Service=2018
f1558718,2018,2018,#_Hospital_with_Supportive_Housing_Service=2018
f1558818,2018,2018,#Hispanic_with_Telehealth_Other_Remote_Monitor=2018
f1558918,2018,2018,#Hispanic_with_Telehealth_Other_Telehealth=2018
f1559018,2018,2018,#_Hospital_with_Emergency_Department_Care_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018
